Name,Grow Year,Location,Distributor,Yield,Maturity,Seed Size,Harvestability,bean_type,Released Year,Market Class,Common Mosaic Virus R1,Common Mosaic Virus R15,Anthracnose R17,Anthracnose R23,Anthracnose R73,Common Blight,Pedigree
OAC Thunder,2022.0,Winchester,SECN,2727.55,110.0,20.875,1.875,white bean,,White Navy,,,,,,,Ex Rico SL 1351/W84 129
OAC Thunder,2022.0,Exeter,SECN,2224.8,90.75,22.295,3.0,white bean,,White Navy,,,,,,,Ex Rico SL 1351/W84 129
OAC Thunder,2022.0,Auburn,SECN,3085.12,94.75,24.02,2.5,white bean,,White Navy,,,,,,,Ex Rico SL 1351/W84 129
OAC Thunder,2022.0,Elora,SECN,1260.81,86.5,24.6,2.625,white bean,,White Navy,,,,,,,Ex Rico SL 1351/W84 129
OAC Thunder,2022.0,Woodstock,SECN,,86.0,24.225,2.0,white bean,,White Navy,,,,,,,Ex Rico SL 1351/W84 129
OAC Thunder,2022.0,Exeter,SECN,2224.8,90.75,22.295,3.0,white bean,,White Navy,,,,,,,Ex Rico SL 1351/W84 129
OAC Thunder,2022.0,Woodstock,SECN,,86.0,24.225,2.0,white bean,,White Navy,,,,,,,Ex Rico SL 1351/W84 129
OAC Thunder,2022.0,Winchester,SECN,2727.55,110.0,20.875,1.875,white bean,,White Navy,,,,,,,Ex Rico SL 1351/W84 129
OAC Thunder,2023.0,Winchester,SECN,4024.6,99.3,22.2,1.6,white bean,,White Navy,,,,,,,Ex Rico SL 1351/W84 129
OAC Thunder,2023.0,St. Thomas,SECN,3599.9,88.3,24.7,2.0,white bean,,White Navy,,,,,,,Ex Rico SL 1351/W84 129
OAC Thunder,2023.0,Woodstock,SECN,1911.9,92.5,22.2,2.6,white bean,,White Navy,,,,,,,Ex Rico SL 1351/W84 129
OAC Thunder,2023.0,Auburn,SECN,4113.5,97.0,22.4,2.6,white bean,,White Navy,,,,,,,Ex Rico SL 1351/W84 129
OAC Thunder,2023.0,Elora,SECN,3481.4,109.3,24.3,2.5,white bean,,White Navy,,,,,,,Ex Rico SL 1351/W84 129
OAC Thunder,2023.0,Exeter,SECN,4526.1,93.0,23.3,2.0,white bean,,White Navy,,,,,,,Ex Rico SL 1351/W84 129
OAC Thunder,2024.0,Woodstock,SECN,2856.0,91.0,20.6,2.4,white bean,,White Navy,,,,,,,Ex Rico SL 1351/W84 129
OAC Thunder,2024.0,Winchester,SECN,3907.5,94.8,23.0,1.6,white bean,,White Navy,,,,,,,Ex Rico SL 1351/W84 129
OAC Thunder,2024.0,Elora,SECN,3251.8,84.8,23.4,2.9,white bean,,White Navy,,,,,,,Ex Rico SL 1351/W84 129
OAC Thunder,2024.0,Blyth,SECN,3346.4,81.8,22.3,4.5,white bean,,White Navy,,,,,,,Ex Rico SL 1351/W84 129
OAC Thunder,2024.0,Exeter,SECN,2730.9,85.8,22.3,2.5,white bean,,White Navy,,,,,,,Ex Rico SL 1351/W84 129
Pink Panther,2023.0,Exeter,TVSC,2927.2,90.3,69.7,,coloured bean,,Light Red Kidney,,,,,,,
Pink Panther,2023.0,St. Thomas,TVSC,1881.3,83.3,70.1,,coloured bean,,Light Red Kidney,,,,,,,
Pink Panther,2023.0,Elora,TVSC,3360.6,99.0,76.7,,coloured bean,,Light Red Kidney,,,,,,,
Pink Panther,2023.0,Woodstock,TVSC,,81.3,63.8,,coloured bean,,Light Red Kidney,,,,,,,
Pink Panther,2024.0,Elora,TVSC,1945.6,81.8,62.7,,coloured bean,,Light Red Kidney,,,,,,,
Pink Panther,2024.0,Exeter,TVSC,1721.9,85.8,58.6,,coloured bean,,Light Red Kidney,,,,,,,
Pink Panther,2024.0,Woodstock,TVSC,2362.9,86.0,60.5,,coloured bean,,Light Red Kidney,,,,,,,
Ponente,2016.0,Elora,HDCI,1467.44,97.0,,,coloured bean,,Light Red Kidney,,,,,,,
Ponente,2016.0,St. Thomas,HDCI,3155.68,81.5,66.095,,coloured bean,,Light Red Kidney,,,,,,,
Ponente,2016.0,Woodstock,HDCI,1333.94,82.75,,,coloured bean,,Light Red Kidney,,,,,,,
Ponente,2016.0,Exeter,HDCI,2789.8,83.75,63.89,,coloured bean,,Light Red Kidney,,,,,,,
Ponente,2017.0,Woodstock,HDCI,1372.0,87.7,63.1,,coloured bean,,Light Red Kidney,,,,,,,
Ponente,2017.0,St. Thomas,HDCI,1556.0,78.0,68.7,,coloured bean,,Light Red Kidney,,,,,,,
Ponente,2017.0,Elora,HDCI,2156.0,90.8,71.4,,coloured bean,,Light Red Kidney,,,,,,,
Red Dawn,2020.0,St. Thomas,WEHB,2309.0,80.0,68.5,,coloured bean,,Light Red Kidney,,,,,,,
Red Dawn,2020.0,Exeter,WEHB,1262.0,80.5,52.6,,coloured bean,,Light Red Kidney,,,,,,,
Red Dawn,2020.0,Woodstock,WEHB,1466.0,77.3,53.7,,coloured bean,,Light Red Kidney,,,,,,,
Red Dawn,2020.0,Elora,WEHB,1243.0,72.0,62.0,,coloured bean,,Light Red Kidney,,,,,,,
Red Dawn,2021.0,Woodstock,WEHB,1520.0,69.0,65.6,,coloured bean,,Light Red Kidney,,,,,,,
Red Dawn,2021.0,Exeter,WEHB,2514.0,80.0,64.3,,coloured bean,,Light Red Kidney,,,,,,,
Red Dawn,2021.0,St. Thomas,WEHB,1336.0,69.5,58.3,,coloured bean,,Light Red Kidney,,,,,,,
Red Dawn,2022.0,Woodstock,WEHB,1750.35,75.25,62.15,,coloured bean,,Light Red Kidney,,,,,,,
Red Dawn,2022.0,Elora,WEHB,1135.42,75.25,51.55,,coloured bean,,Light Red Kidney,,,,,,,
Red Dawn,2022.0,St. Thomas,WEHB,1226.62,91.5,64.0,,coloured bean,,Light Red Kidney,,,,,,,
Red Dawn,2023.0,Woodstock,WEHB,,71.0,55.2,,coloured bean,,Light Red Kidney,,,,,,,
Red Dawn,2023.0,Elora,WEHB,2697.9,93.0,71.2,,coloured bean,,Light Red Kidney,,,,,,,
Red Dawn,2023.0,Exeter,WEHB,2547.2,82.0,64.9,,coloured bean,,Light Red Kidney,,,,,,,
Red Dawn,2023.0,St. Thomas,WEHB,1385.8,77.0,68.3,,coloured bean,,Light Red Kidney,,,,,,,
Red Kanner,2005.0,Thorndale,TVSC,2480.0,99.0,58.6,,coloured bean,,Light Red Kidney,,,,,,,
Red Kanner,2005.0,Kippen,TVSC,2059.27,100.75,59.06,,coloured bean,,Light Red Kidney,,,,,,,
Red Kanner,2005.0,St. Thomas,TVSC,4463.7,94.0,53.3,,coloured bean,,Light Red Kidney,,,,,,,
Red Kanner,2006.0,St. Thomas,TVSC,2513.68,101.0,58.1,,coloured bean,,Light Red Kidney,,,,,,,
Red Kanner,2006.0,Kippen,TVSC,3419.45,112.01,49.29,,coloured bean,,Light Red Kidney,,,,,,,
Red Kanner,2006.0,Monkton,TVSC,3950.1,106.75,50.0988,,coloured bean,,Light Red Kidney,,,,,,,
Red Kanner,2006.0,Thorndale,TVSC,3676.0,109.0,49.3,,coloured bean,,Light Red Kidney,,,,,,,
Red Kanner,2007.0,Kippen,TVSC,3052.26,99.0,50.65,,coloured bean,,Light Red Kidney,,,,,,,
Red Kanner,2007.0,Thorndale,TVSC,2291.0,105.0,52.5,,coloured bean,,Light Red Kidney,,,,,,,
Red Kanner,2008.0,Monkton,TVSC,4119.02,108.25,51.925,,coloured bean,,Light Red Kidney,,,,,,,
Red Kanner,2008.0,St. Thomas,TVSC,3399.75,95.5,60.25,,coloured bean,,Light Red Kidney,,,,,,,
Red Kanner,2008.0,Kippen,TVSC,2902.97,103.84,50.67,,coloured bean,,Light Red Kidney,,,,,,,
Red Kanner,2008.0,Thorndale,TVSC,2802.0,108.0,59.5,,coloured bean,,Light Red Kidney,,,,,,,
Red Kanner,2008.0,Elora,TVSC,2265.85,110.22,52.4399,,coloured bean,,Light Red Kidney,,,,,,,
Red Kanner,2009.0,Monkton,TVSC,3140.78,107.0,49.135,,coloured bean,,Light Red Kidney,,,,,,,
Red Kanner,2009.0,Thorndale,TVSC,2467.0,106.0,58.2,,coloured bean,,Light Red Kidney,,,,,,,
Red Kanner,2009.0,Elora,TVSC,1925.85,119.25,54.6594,,coloured bean,,Light Red Kidney,,,,,,,
Red Kanner,2009.0,St. Thomas,TVSC,3321.65,95.75,53.1,,coloured bean,,Light Red Kidney,,,,,,,
Red Kanner,2009.0,Kippen,TVSC,2837.68,97.97,55.34,,coloured bean,,Light Red Kidney,,,,,,,
Red Kanner,2010.0,St. Thomas,TVSC,3690.49,88.5,53.789,,coloured bean,,Light Red Kidney,,,,,,,
Red Kanner,2010.0,Thorndale,TVSC,3657.0,101.0,54.4,,coloured bean,,Light Red Kidney,,,,,,,
Red Kanner,2010.0,Kippen,TVSC,2796.54,98.86,44.33,,coloured bean,,Light Red Kidney,,,,,,,
Red Kanner,2011.0,Monkton,TVSC,3681.0,101.0,,,coloured bean,,Light Red Kidney,,,,,,,
ob 1723-06,2012.0,Kippen,GTSL,3413.8,105.4,19.5,1.5,white bean,,White Navy,,,,,,,
ob 1723-06,2012.0,Brussels,GTSL,4222.9,116.5,19.9,1.6,white bean,,White Navy,,,,,,,
ob 1723-06,2012.0,Elora,GTSL,2874.9,101.1,22.2,3.5,white bean,,White Navy,,,,,,,
ob 1723-06,2012.0,St. Thomas,GTSL,3661.1,87.5,18.6,3.0,white bean,,White Navy,,,,,,,
ob 1723-06,2013.0,St. Thomas,GTSL,3895.8,85.7,16.4,2.7,white bean,,White Navy,,,,,,,
ob 1723-06,2013.0,Kippen,GTSL,4014.6,118.7,18.2,2.2,white bean,,White Navy,,,,,,,
ob 1723-06,2013.0,Elora,GTSL,3790.2,121.9,18.7,3.7,white bean,,White Navy,,,,,,,
ob 1723-06,2013.0,Blyth,GTSL,3986.9,109.5,18.9,2.36,white bean,,White Navy,,,,,,,
ob 1723-06,2014.0,Harrow-Blyth,GTSL,3767.78,92.5,19.7,3.0,white bean,,White Navy,,,,,,,
ob 1723-06,2014.0,Woodstock,GTSL,3265.7,110.25,19.2244,4.25,white bean,,White Navy,,,,,,,
ob 1723-06,2014.0,Elora,GTSL,4258.03,114.25,20.4212,4.0,white bean,,White Navy,,,,,,,
ob 1723-06,2014.0,Blyth,GTSL,4300.47,128.5,18.7543,,white bean,,White Navy,,,,,,,
ob 1723-06,2014.0,St. Thomas,GTSL,2597.64,93.5,16.0,3.5,white bean,,White Navy,,,,,,,
ob 1723-06,2015.0,Woodstock,GTSL,3257.5,105.0,17.53,2.67,white bean,,White Navy,,,,,,,
ob 1723-06,2015.0,Blyth,GTSL,3761.71,121.0,20.9,2.75,white bean,,White Navy,,,,,,,
ob 1723-06,2015.0,Elora,GTSL,4104.55,104.0,18.74,3.88,white bean,,White Navy,,,,,,,
ob 1723-06,2015.0,Kippen,GTSL,3395.6,115.0,17.2,3.0,white bean,,White Navy,,,,,,,
ob 5551-99,2012.0,Kippen,GTSL,3256.4,108.8,28.4,1.4,white bean,,White Navy,,,,,,,
ob 5551-99,2012.0,Brussels,GTSL,3909.9,119.5,29.2,1.9,white bean,,White Navy,,,,,,,
ob 5551-99,2012.0,Elora,GTSL,1853.0,107.9,22.6,2.8,white bean,,White Navy,,,,,,,
ob 5551-99,2012.0,St. Thomas,GTSL,3477.6,90.8,25.0,3.1,white bean,,White Navy,,,,,,,
Octane,2008.0,Kippen,TERR,1775.79,88.94,17.78,,white bean,,White Navy,,,,,,,
Octane,2008.0,St. Thomas,TERR,2545.4,83.67,15.333,,white bean,,White Navy,,,,,,,
Octane,2008.0,Elora,TERR,1704.81,94.06,18.2955,,white bean,,White Navy,,,,,,,
Octane,2008.0,Brussels,TERR,3223.87,92.85,19.19,,white bean,,White Navy,,,,,,,
Red Kanner,2011.0,Woodstock,TVSC,2066.0,112.0,57.0,,coloured bean,,Light Red Kidney,,,,,,,
Red Kanner,2011.0,St. Thomas,TVSC,3625.0,98.0,56.0,,coloured bean,,Light Red Kidney,,,,,,,
Red Kanner,2011.0,Kippen,TVSC,2863.0,113.0,57.0,,coloured bean,,Light Red Kidney,,,,,,,
Red Kanner,2011.0,Elora,TVSC,1552.0,100.0,54.0,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2005.0,St. Thomas,SECN,4229.48,92.5,62.85,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2005.0,Kippen,SECN,2214.15,96.75,61.36,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2007.0,Kippen,SECN,3023.38,90.75,53.96,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2007.0,Thorndale,SECN,2733.0,97.0,53.1,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2008.0,Monkton,SECN,3591.15,104.0,62.84,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2008.0,Kippen,SECN,3023.76,100.36,61.44,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2008.0,Elora,SECN,2103.96,104.83,59.2322,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2008.0,St. Thomas,SECN,3493.85,89.0,66.075,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2008.0,Thorndale,SECN,3479.0,106.0,71.0,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2009.0,Monkton,SECN,3064.69,107.0,55.84,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2009.0,Thorndale,SECN,2540.0,102.0,61.6,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2009.0,Elora,SECN,1561.18,110.5,55.5177,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2009.0,St. Thomas,SECN,3320.3,94.25,63.075,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2009.0,Kippen,SECN,3139.72,93.48,64.26,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2010.0,Thorndale,SECN,3599.0,96.0,66.5,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2010.0,Kippen,SECN,3236.19,95.75,57.73,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2010.0,St. Thomas,SECN,3947.59,84.0,59.76,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2011.0,Woodstock,SECN,2425.0,114.0,72.0,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2011.0,Monkton,SECN,3095.0,98.0,,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2011.0,Kippen,SECN,3477.0,111.0,63.0,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2011.0,Elora,SECN,2013.0,91.0,65.0,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2011.0,St. Thomas,SECN,4368.0,87.0,66.0,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2012.0,Kippen,SECN,2077.2,107.9,61.5,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2012.0,Monkton,SECN,3161.0,98.5,70.3,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2012.0,St. Thomas,SECN,3938.4,85.7,58.0,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2012.0,Elora,SECN,2804.4,97.1,64.2,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2013.0,Elora,SECN,2947.3,113.0,74.14,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2013.0,Woodstock,SECN,1968.6,104.1,63.44,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2013.0,St. Thomas,SECN,2678.8,86.6,44.9,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2013.0,Monkton,SECN,2540.3,86.3,64.58,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2013.0,Kippen,SECN,3320.1,103.0,61.6,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2014.0,Monkton,SECN,3435.36,98.5,80.2,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2014.0,Elora,SECN,2874.66,112.25,69.7068,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2014.0,St. Thomas,SECN,3216.2,91.0,64.3,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2014.0,Woodstock,SECN,1992.93,105.75,63.2099,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2015.0,Kippen,SECN,2031.49,103.75,62.0,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2015.0,Elora,SECN,2764.66,95.0,61.7,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2015.0,Woodstock,SECN,2646.3,99.25,50.1,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2015.0,St. Thomas,SECN,2856.56,82.75,51.4,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2016.0,St. Thomas,SECN,3009.82,87.25,60.8125,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2016.0,Exeter,SECN,3206.5,93.75,60.725,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2016.0,Elora,SECN,2048.04,101.25,,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2016.0,Woodstock,SECN,1686.58,83.5,,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2017.0,Woodstock,SECN,1422.0,90.7,55.9,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2017.0,St. Thomas,SECN,3173.0,88.3,62.6,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2017.0,Elora,SECN,2395.0,95.0,64.6,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2018.0,Woodstock,SECN,4509.0,97.0,58.5,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2018.0,St. Thomas,SECN,3616.0,101.5,69.5,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2018.0,Exeter,SECN,1079.0,107.5,60.1,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2018.0,Elora,SECN,1764.0,91.0,63.3,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2019.0,St. Thomas,SECN,2976.0,81.0,69.9,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2019.0,Woodstock,SECN,2855.0,98.5,66.8,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2019.0,Elora,SECN,2708.0,99.3,61.1,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2019.0,Exeter,SECN,2518.0,92.3,61.8,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2020.0,St. Thomas,SECN,3320.0,93.0,64.4,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2020.0,Elora,SECN,1855.0,82.0,58.4,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2020.0,Exeter,SECN,2381.0,90.8,55.8,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2020.0,Woodstock,SECN,2335.0,85.0,53.4,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2021.0,Woodstock,SECN,2251.0,84.8,63.3,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2021.0,Exeter,SECN,3136.0,92.8,56.4,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2021.0,St. Thomas,SECN,2062.0,83.0,54.5,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2022.0,Woodstock,SECN,3241.95,83.75,59.875,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2022.0,Elora,SECN,1647.88,80.25,59.25,,coloured bean,,Light Red Kidney,,,,,,,
Red Rider,2022.0,St. Thomas,SECN,1921.83,100.5,70.0,,coloured bean,,Light Red Kidney,,,,,,,
AC Elk,2005.0,St. Thomas,HRDC,3419.32,82.5,62.475,,coloured bean,,Light Red Kidney,,,,,,,
AC Elk,2005.0,Kippen,HRDC,1420.87,89.75,56.81,,coloured bean,,Light Red Kidney,,,,,,,
AC Elk,2005.0,Thorndale,HRDC,1933.0,83.0,52.4,,coloured bean,,Light Red Kidney,,,,,,,
AC Elk,2006.0,Thorndale,HRDC,2978.0,98.0,58.8,,coloured bean,,Light Red Kidney,,,,,,,
AC Elk,2006.0,Monkton,HRDC,3552.69,85.25,53.5244,,coloured bean,,Light Red Kidney,,,,,,,
AC Elk,2006.0,Kippen,HRDC,2450.81,87.94,55.07,,coloured bean,,Light Red Kidney,,,,,,,
AC Elk,2006.0,St. Thomas,HRDC,2983.7,86.0,52.85,,coloured bean,,Light Red Kidney,,,,,,,
AC Elk,2007.0,Thorndale,HRDC,2791.0,97.0,63.9,,coloured bean,,Light Red Kidney,,,,,,,
AC Elk,2007.0,Kippen,HRDC,2430.76,88.5,52.05,,coloured bean,,Light Red Kidney,,,,,,,
AC Elk,2008.0,St. Thomas,HRDC,3939.95,81.5,68.925,,coloured bean,,Light Red Kidney,,,,,,,
AC Elk,2008.0,Monkton,HRDC,2969.73,92.0,57.535,,coloured bean,,Light Red Kidney,,,,,,,
AC Elk,2008.0,Elora,HRDC,2212.99,99.14,64.9003,,coloured bean,,Light Red Kidney,,,,,,,
AC Elk,2008.0,Kippen,HRDC,2269.84,88.27,57.43,,coloured bean,,Light Red Kidney,,,,,,,
AC Elk,2008.0,Thorndale,HRDC,2782.0,99.0,70.0,,coloured bean,,Light Red Kidney,,,,,,,
AC Elk,2009.0,St. Thomas,HRDC,2604.4,85.0,67.325,,coloured bean,,Light Red Kidney,,,,,,,
AC Elk,2009.0,Kippen,HRDC,2983.88,94.54,64.39,,coloured bean,,Light Red Kidney,,,,,,,
AC Elk,2009.0,Thorndale,HRDC,1836.0,96.0,68.1,,coloured bean,,Light Red Kidney,,,,,,,
AC Elk,2009.0,Elora,HRDC,1833.8,107.25,64.6365,,coloured bean,,Light Red Kidney,,,,,,,
AC Elk,2009.0,Monkton,HRDC,2549.07,98.0,58.525,,coloured bean,,Light Red Kidney,,,,,,,
AC Litekid,2005.0,Thorndale,HRDC,1629.0,101.0,52.2,,coloured bean,,Light Red Kidney,,,,,,,
AC Litekid,2005.0,St. Thomas,HRDC,4503.62,95.0,52.575,,coloured bean,,Light Red Kidney,,,,,,,
AC Litekid,2005.0,Kippen,HRDC,987.39,99.5,53.3,,coloured bean,,Light Red Kidney,,,,,,,
AC Litekid,2006.0,St. Thomas,HRDC,2883.4,109.75,58.775,,coloured bean,,Light Red Kidney,,,,,,,
AC Litekid,2006.0,Kippen,HRDC,2774.62,114.03,49.11,,coloured bean,,Light Red Kidney,,,,,,,
AC Litekid,2006.0,Thorndale,HRDC,3260.0,108.0,50.5,,coloured bean,,Light Red Kidney,,,,,,,
AC Litekid,2006.0,Monkton,HRDC,3624.7,107.75,50.7411,,coloured bean,,Light Red Kidney,,,,,,,
AC Litekid,2007.0,Kippen,HRDC,3104.07,100.25,50.23,,coloured bean,,Light Red Kidney,,,,,,,
AC Litekid,2007.0,Thorndale,HRDC,2115.0,102.0,53.3,,coloured bean,,Light Red Kidney,,,,,,,
Samurai,2022.0,Winchester,CCAC,3333.92,109.5,,1.8,coloured bean,,Otebo,,,,,,,
Samurai,2022.0,Exeter,CCAC,2590.66,90.5,29.368,2.75,coloured bean,,Otebo,,,,,,,
Samurai,2023.0,Exeter,CCAC,3920.0,94.8,30.5,3.1,coloured bean,,Otebo,,,,,,,
Samurai,2023.0,St. Thomas,CCAC,4062.3,94.0,29.6,2.5,coloured bean,,Otebo,,,,,,,
Samurai,2023.0,Winchester,CCAC,4634.9,112.0,32.1,2.4,coloured bean,,Otebo,,,,,,,
Samurai,2024.0,Elora,CCAC,2585.7,86.0,25.8,2.9,coloured bean,,Otebo,,,,,,,
Samurai,2024.0,Exeter,CCAC,3060.1,86.3,26.4,3.8,coloured bean,,Otebo,,,,,,,
Samurai,2024.0,Winchester,CCAC,4310.6,94.3,28.7,2.1,coloured bean,,Otebo,,,,,,,
Charro,2022.0,Winchester,HDCI,3554.52,109.5,,1.75,coloured bean,,Pinto,,,,,,,
Charro,2022.0,Exeter,HDCI,2726.08,92.5,46.3856,2.5,coloured bean,,Pinto,,,,,,,
Charro,2023.0,Exeter,HDCI,4606.7,93.8,43.0,1.8,coloured bean,,Pinto,,,,,,,
Charro,2023.0,St. Thomas,HDCI,4791.9,93.0,42.8,2.3,coloured bean,,Pinto,,,,,,,
Charro,2023.0,Winchester,HDCI,4696.3,109.0,45.4,2.6,coloured bean,,Pinto,,,,,,,
La Paz,2015.0,Kippen,CHCK,3207.27,103.0,36.7,3.0,coloured bean,,pinto,,,,,,,
La Paz,2015.0,St. Thomas,CHCK,3734.78,83.0,32.9,2.0,coloured bean,,pinto,,,,,,,
La Paz,2016.0,St. Thomas,CHCK,3768.08,93.25,40.6,3.375,coloured bean,,pinto,,,,,,,
La Paz,2016.0,Exeter,CHCK,3200.6,94.0,33.4175,2.875,coloured bean,,pinto,,,,,,,
La Paz,2017.0,Winchester,CHCK,4334.0,107.0,36.5,1.0,coloured bean,,pinto,,,,,,,
La Paz,2017.0,St. Thomas,CHCK,4321.0,88.3,38.6,2.6,coloured bean,,pinto,,,,,,,
La Paz,2017.0,Exeter,CHCK,4343.0,94.7,34.7,2.5,coloured bean,,pinto,,,,,,,
La Paz,2018.0,Winchester,CHCK,4181.0,,42.2,,coloured bean,,pinto,,,,,,,
La Paz,2018.0,St. Thomas,CHCK,3317.0,98.0,36.3,4.0,coloured bean,,pinto,,,,,,,
La Paz,2018.0,Exeter,CHCK,3338.0,112.8,39.3,2.8,coloured bean,,pinto,,,,,,,
La Paz,2019.0,St. Thomas,CHCK,3982.5,77.5,35.7,3.9,coloured bean,,pinto,,,,,,,
La Paz,2019.0,Exeter,CHCK,4148.0,91.0,42.8,1.5,coloured bean,,pinto,,,,,,,
La Paz,2019.0,Winchester,CHCK,4198.0,94.5,48.4,,coloured bean,,pinto,,,,,,,
La Paz,2020.0,Exeter,CHCK,3453.0,93.8,40.4,1.5,coloured bean,,pinto,,,,,,,
La Paz,2020.0,Winchester,CHCK,4030.0,103.5,46.1,,coloured bean,,pinto,,,,,,,
La Paz,2020.0,St. Thomas,CHCK,4409.0,90.0,41.4,2.3,coloured bean,,pinto,,,,,,,
La Paz,2021.0,St. Thomas,CHCK,3195.0,80.3,35.2,4.5,coloured bean,,pinto,,,,,,,
La Paz,2021.0,Exeter,CHCK,3335.0,89.5,33.0,2.8,coloured bean,,pinto,,,,,,,
La Paz,2021.0,Winchester,CHCK,5404.0,104.5,36.9,3.7,coloured bean,,pinto,,,,,,,
La Paz,2022.0,Winchester,CHCK,4304.12,107.25,,1.625,coloured bean,,pinto,,,,,,,
La Paz,2022.0,Exeter,CHCK,2967.68,94.0,42.499,2.0,coloured bean,,pinto,,,,,,,
OAC 20-P1,2020.0,Winchester,OACG,3093.0,104.8,55.0,,coloured bean,,pinto,,,,,,,
OAC 20-P1,2020.0,St. Thomas,OACG,4369.0,85.0,42.5,1.8,coloured bean,,pinto,,,,,,,
OAC 20-P1,2020.0,Exeter,OACG,3611.0,91.0,43.6,1.3,coloured bean,,pinto,,,,,,,
OAC 20-P3,2020.0,Winchester,OACG,4295.0,101.0,50.3,,coloured bean,,pinto,,,,,,,La Paz/ACHR49639
OAC 20-P3,2020.0,St. Thomas,OACG,4960.0,92.0,45.3,2.8,coloured bean,,pinto,,,,,,,La Paz/ACHR49639
OAC 20-P3,2020.0,Exeter,OACG,3840.0,94.0,44.4,1.3,coloured bean,,pinto,,,,,,,La Paz/ACHR49639
OAC 20-P3,2021.0,Exeter,OACG,3065.0,89.8,36.8,2.3,coloured bean,,pinto,,,,,,,La Paz/ACHR49639
OAC 20-P3,2021.0,Winchester,OACG,4747.0,106.5,40.3,4.2,coloured bean,,pinto,,,,,,,La Paz/ACHR49639
OAC 20-P3,2021.0,St. Thomas,OACG,3046.0,76.5,20.9,4.1,coloured bean,,pinto,,,,,,,La Paz/ACHR49639
