Year,Location,Code,Cultivar Name,Distributor,Yield,Maturity,Seed Size,Dir Harv Suit,bean_type,trial_group,White Mold
2019,AUBN,10034,AC Apex,"TVSC, ANDE",3643.0,95.5,23.1,1.6,white bean,,
2019,EXET,10034,AC Apex,"TVSC, ANDE",3384.0,91.0,24.1,1.8,white bean,,
2019,STHM,10034,AC Apex,"TVSC, ANDE",4744.0,86.0,24.9,2.5,white bean,,
2019,WINC,10034,AC Apex,"TVSC, ANDE",3990.0,101.5,25.2,,white bean,,
2019,WOOD,10034,AC Apex,"TVSC, ANDE",3683.0,100.3,28.5,1.3,white bean,,
2019,ELOR,10034,AC Apex,"TVSC, ANDE",2642.0,102.3,27.1,1.8,white bean,,
2020,ELOR,10034,AC Apex,"TVSC, ANDE",2677.0,97.0,25.2,2.3,white bean,,
2020,EXET,10034,AC Apex,"TVSC, ANDE",3868.0,102.8,24.1,2.5,white bean,,
2020,STHM,10034,AC Apex,"TVSC, ANDE",4586.0,96.3,27.2,2.5,white bean,,
2020,AUBN,10034,AC Apex,"TVSC, ANDE",3273.0,118.0,25.9,3.0,white bean,,
2020,WINC,10034,AC Apex,"TVSC, ANDE",3619.0,106.0,27.5,,white bean,,
2020,WOOD,10034,AC Apex,"TVSC, ANDE",2746.0,91.0,24.5,1.8,white bean,,
2021,EXET,10034,AC Apex,"TVSC, ANDE",3072.0,106.5,22.4,1.5,white bean,,
2021,AUBN,10034,AC Apex,"TVSC, ANDE",3829.0,97.3,22.6,1.8,white bean,,
2021,WINC,10034,AC Apex,"TVSC, ANDE",3904.0,112.0,24.0,1.8,white bean,,
2005,THOR,10080,AC Calmont,HDCI,2157.0,90.0,52.6,,coloured bean,major,
2005,STHM,10080,AC Calmont,HDCI,4213.05,92.5,57.95,,coloured bean,major,
2005,KPPN,10080,AC Calmont,HDCI,1764.14,97.0,54.92,,coloured bean,major,
2006,THOR,10080,AC Calmont,HDCI,3383.0,104.0,55.8,,coloured bean,major,
2006,MKTN,10080,AC Calmont,HDCI,3542.02,104.0,53.3103,,coloured bean,major,
2006,KPPN,10080,AC Calmont,HDCI,2914.32,107.21,50.03,,coloured bean,major,
2006,STHM,10080,AC Calmont,HDCI,2710.98,101.25,57.8,,coloured bean,major,
2007,KPPN,10080,AC Calmont,HDCI,2663.8,93.5,48.17,,coloured bean,major,
2007,THOR,10080,AC Calmont,HDCI,2184.0,101.0,51.5,,coloured bean,major,
2008,STHM,10080,AC Calmont,HDCI,3142.75,88.75,62.375,,coloured bean,major,
2008,MKTN,10080,AC Calmont,HDCI,3310.53,98.75,55.29,,coloured bean,major,
2008,ELOR,10080,AC Calmont,HDCI,2484.38,105.61,59.1768,,coloured bean,major,
2008,KPPN,10080,AC Calmont,HDCI,2755.38,95.66,59.53,,coloured bean,major,
2008,THOR,10080,AC Calmont,HDCI,2450.0,106.0,65.5,,coloured bean,major,
2009,STHM,10080,AC Calmont,HDCI,2585.35,93.0,58.55,,coloured bean,major,
2009,KPPN,10080,AC Calmont,HDCI,2840.39,95.64,59.1,,coloured bean,major,
2009,THOR,10080,AC Calmont,HDCI,2328.0,102.0,60.1,,coloured bean,major,
2009,ELOR,10080,AC Calmont,HDCI,1817.08,115.0,58.7361,,coloured bean,major,
2009,MKTN,10080,AC Calmont,HDCI,2780.85,103.0,51.725,,coloured bean,major,
2010,KPPN,10080,AC Calmont,HDCI,2578.64,96.81,52.43,,coloured bean,major,
2010,STHM,10080,AC Calmont,HDCI,3530.96,81.75,54.311,,coloured bean,major,
2010,THOR,10080,AC Calmont,HDCI,3034.0,95.0,60.0,,coloured bean,major,
2011,WOOD,10080,AC Calmont,HDCI,2133.0,110.0,65.0,,coloured bean,major,
2011,MKTN,10080,AC Calmont,HDCI,2873.0,93.0,,,coloured bean,major,
2011,STHM,10080,AC Calmont,HDCI,3426.0,87.0,58.0,,coloured bean,major,
2011,KPPN,10080,AC Calmont,HDCI,2412.0,109.0,58.0,,coloured bean,major,
2011,ELOR,10080,AC Calmont,HDCI,1318.0,92.0,57.0,,coloured bean,major,
2012,KPPN,10080,AC Calmont,HDCI,1290.0,104.6,54.2,,coloured bean,major,
2012,STHM,10080,AC Calmont,HDCI,3147.1,85.1,54.8,,coloured bean,major,
2012,MKTN,10080,AC Calmont,HDCI,2648.2,98.0,58.7,,coloured bean,major,
2012,ELOR,10080,AC Calmont,HDCI,1986.1,96.8,61.3,,coloured bean,major,
2013,STHM,10080,AC Calmont,HDCI,2059.3,85.5,58.0,,coloured bean,major,
2013,MKTN,10080,AC Calmont,HDCI,1638.9,88.3,62.65,,coloured bean,major,
2013,ELOR,10080,AC Calmont,HDCI,2768.3,114.3,72.44,,coloured bean,major,
2013,KPPN,10080,AC Calmont,HDCI,2806.2,103.7,60.8,,coloured bean,major,
2013,WOOD,10080,AC Calmont,HDCI,1676.8,106.2,63.34,,coloured bean,major,
2014,MKTN,10080,AC Calmont,HDCI,3536.8,107.0,74.3,,coloured bean,major,
2014,WOOD,10080,AC Calmont,HDCI,1967.75,106.75,60.6513,,coloured bean,major,
2014,STHM,10080,AC Calmont,HDCI,2936.5,90.0,57.8,,coloured bean,major,
2014,ELOR,10080,AC Calmont,HDCI,2677.32,114.75,63.9512,,coloured bean,major,
2006,KEMP,10001,AC Compass,COOK,4079.34,87.0,23.51,,white bean,,
2006,ELOR,10001,AC Compass,COOK,3248.45,98.25,22.5666,,white bean,,
2006,GRAN,10001,AC Compass,COOK,3660.62,92.0,22.6857,,white bean,,
2006,KPPN,10001,AC Compass,COOK,4086.07,87.68,21.95,,white bean,,
2007,ELOR,10001,AC Compass,COOK,2003.41,92.54,22.734,,white bean,,
2007,KPPN,10001,AC Compass,COOK,2898.3,88.07,21.73,,white bean,,
2007,BRUS,10001,AC Compass,COOK,2377.51,84.71,19.75,,white bean,,
2008,STHM,10001,AC Compass,COOK,3882.67,86.0,20.533,,white bean,,
2008,ELOR,10001,AC Compass,COOK,2131.6,99.91,20.3639,,white bean,,
2008,KPPN,10001,AC Compass,COOK,3455.59,90.21,19.29,,white bean,,
2008,BRUS,10001,AC Compass,COOK,4996.36,98.0,22.1,,white bean,,
2009,BLYT,10001,AC Compass,COOK,3462.61,97.4387,20.0961,,white bean,,
2009,KPPN,10001,AC Compass,COOK,3373.6,91.7357,23.0545,,white bean,,
2009,ELOR,10001,AC Compass,COOK,1871.03,107.142,18.8,,white bean,,
2010,KPPN,10001,AC Compass,COOK,3556.87,88.5109,22.0708,,white bean,,
2010,BLYT,10001,AC Compass,COOK,3632.53,90.9751,21.1293,,white bean,,
2010,ELOR,10001,AC Compass,COOK,2424.69,97.2594,19.7702,,white bean,,
2010,STHM,10001,AC Compass,COOK,3802.63,79.358,18.7259,,white bean,,
2010,WOOD,10001,AC Compass,COOK,3297.35,101.201,20.0151,,white bean,,
2010,GRAN,10001,AC Compass,COOK,2019.89,85.7131,18.2585,,white bean,,
2011,STHM,10001,AC Compass,COOK,3605.0,82.0,22.6,3.3,white bean,,
2011,KPPN,10001,AC Compass,COOK,3163.0,97.0,20.0,2.6,white bean,,
2011,GRAN,10001,AC Compass,COOK,2688.0,95.0,26.0,3.3,white bean,,
2011,WOOD,10001,AC Compass,COOK,2580.0,107.0,22.0,2.5,white bean,,
2011,BRUS,10001,AC Compass,COOK,3074.0,103.0,25.8,2.3,white bean,,
2011,ELOR,10001,AC Compass,COOK,1005.0,95.0,21.3,3.0,white bean,,
2012,KPPN,10001,AC Compass,COOK,2600.3,97.4,21.6,2.3,white bean,,
2012,ELOR,10001,AC Compass,COOK,2802.7,92.7,25.3,3.5,white bean,,
2012,BRUS,10001,AC Compass,COOK,3088.1,106.9,22.9,2.1,white bean,,
2012,STHM,10001,AC Compass,COOK,3110.2,79.5,21.3,3.0,white bean,,
2013,STHM,10001,AC Compass,COOK,3529.8,84.4,17.2,3.4,white bean,,
2013,BLYT,10001,AC Compass,COOK,3194.1,103.8,19.7,3.27,white bean,,
2013,ELOR,10001,AC Compass,COOK,3707.8,116.3,22.8,3.6,white bean,,
2013,KPPN,10001,AC Compass,COOK,3759.1,104.8,18.6,2.8,white bean,,
2014,ELOR,10001,AC Compass,COOK,3316.23,112.25,22.8746,3.375,white bean,,
2014,WOOD,10001,AC Compass,COOK,2448.59,106.5,18.8305,4.0,white bean,,
2014,BLYT,10001,AC Compass,COOK,4085.69,121.0,20.7315,,white bean,,
2014,HBRY,10001,AC Compass,COOK,3545.07,92.5,22.6,4.0,white bean,,
2014,STHM,10001,AC Compass,COOK,2919.56,88.0,19.2,3.75,white bean,,
2015,KPPN,10001,AC Compass,COOK,3322.54,114.0,15.73,3.67,white bean,,
2015,WOOD,10001,AC Compass,COOK,2555.51,104.0,13.43,4.0,white bean,,
2015,ELOR,10001,AC Compass,COOK,2562.05,94.0,16.2,5.0,white bean,,
2015,BLYT,10001,AC Compass,COOK,3140.65,109.0,16.78,3.0,white bean,,
2006,KEMP,10002,AC Cruiser,HDCI,3913.16,92.0,22.09,,white bean,,
2006,GRAN,10002,AC Cruiser,HDCI,3551.04,95.5,21.7782,,white bean,,
2006,ELOR,10002,AC Cruiser,HDCI,3015.24,106.5,20.3578,,white bean,,
2006,KPPN,10002,AC Cruiser,HDCI,3961.78,100.73,21.27,,white bean,,
2007,KPPN,10002,AC Cruiser,HDCI,3681.34,91.66,21.75,,white bean,,
2007,ELOR,10002,AC Cruiser,HDCI,1963.06,98.56,23.0534,,white bean,,
2007,BRUS,10002,AC Cruiser,HDCI,1840.72,86.89,15.0,,white bean,,
2008,KPPN,10002,AC Cruiser,HDCI,3640.22,99.14,18.61,,white bean,,
2008,STHM,10002,AC Cruiser,HDCI,3547.17,89.67,19.367,,white bean,,
2008,ELOR,10002,AC Cruiser,HDCI,1930.28,105.54,18.9659,,white bean,,
2008,BRUS,10002,AC Cruiser,HDCI,4641.37,105.82,21.41,,white bean,,
2009,BLYT,10002,AC Cruiser,HDCI,3217.23,101.603,19.1778,,white bean,,
2009,KPPN,10002,AC Cruiser,HDCI,3227.93,99.5842,20.781,,white bean,,
2009,ELOR,10002,AC Cruiser,HDCI,2016.38,112.753,17.95,,white bean,,
2010,BLYT,10002,AC Cruiser,HDCI,3706.36,95.9805,21.9124,,white bean,,
2010,ELOR,10002,AC Cruiser,HDCI,2645.44,105.726,19.2337,,white bean,,
2010,STHM,10002,AC Cruiser,HDCI,3898.73,82.2091,19.0602,,white bean,,
2010,GRAN,10002,AC Cruiser,HDCI,2116.59,89.4822,18.9411,,white bean,,
2010,WOOD,10002,AC Cruiser,HDCI,4275.16,107.604,20.7373,,white bean,,
2010,KPPN,10002,AC Cruiser,HDCI,3381.89,92.0706,21.1548,,white bean,,
2011,STHM,10002,AC Cruiser,HDCI,2967.0,87.0,24.0,3.5,white bean,,
2011,GRAN,10002,AC Cruiser,HDCI,2520.0,97.0,25.2,2.2,white bean,,
2011,WOOD,10002,AC Cruiser,HDCI,1965.0,113.0,20.8,2.6,white bean,,
2011,BRUS,10002,AC Cruiser,HDCI,3267.0,104.0,23.3,2.5,white bean,,
2011,KPPN,10002,AC Cruiser,HDCI,3290.0,104.0,22.3,3.0,white bean,,
2011,ELOR,10002,AC Cruiser,HDCI,937.0,104.0,20.6,3.3,white bean,,
2012,BRUS,10002,AC Cruiser,HDCI,3352.9,115.3,23.7,1.7,white bean,,
2012,ELOR,10002,AC Cruiser,HDCI,2198.5,104.3,22.6,3.0,white bean,,
2012,STHM,10002,AC Cruiser,HDCI,3404.5,82.2,21.0,2.4,white bean,,
2012,KPPN,10002,AC Cruiser,HDCI,2823.1,102.5,21.5,1.8,white bean,,
2005,STHM,10081,AC Elk,HRDC,3419.32,82.5,62.475,,coloured bean,major,
2005,KPPN,10081,AC Elk,HRDC,1420.87,89.75,56.81,,coloured bean,major,
2005,THOR,10081,AC Elk,HRDC,1933.0,83.0,52.4,,coloured bean,major,
2006,THOR,10081,AC Elk,HRDC,2978.0,98.0,58.8,,coloured bean,major,
2006,MKTN,10081,AC Elk,HRDC,3552.69,85.25,53.5244,,coloured bean,major,
2006,KPPN,10081,AC Elk,HRDC,2450.81,87.94,55.07,,coloured bean,major,
2006,STHM,10081,AC Elk,HRDC,2983.7,86.0,52.85,,coloured bean,major,
2007,THOR,10081,AC Elk,HRDC,2791.0,97.0,63.9,,coloured bean,major,
2007,KPPN,10081,AC Elk,HRDC,2430.76,88.5,52.05,,coloured bean,major,
2008,STHM,10081,AC Elk,HRDC,3939.95,81.5,68.925,,coloured bean,major,
2008,MKTN,10081,AC Elk,HRDC,2969.73,92.0,57.535,,coloured bean,major,
2008,ELOR,10081,AC Elk,HRDC,2212.99,99.14,64.9003,,coloured bean,major,
2008,KPPN,10081,AC Elk,HRDC,2269.84,88.27,57.43,,coloured bean,major,
2008,THOR,10081,AC Elk,HRDC,2782.0,99.0,70.0,,coloured bean,major,
2009,STHM,10081,AC Elk,HRDC,2604.4,85.0,67.325,,coloured bean,major,
2009,KPPN,10081,AC Elk,HRDC,2983.88,94.54,64.39,,coloured bean,major,
2009,THOR,10081,AC Elk,HRDC,1836.0,96.0,68.1,,coloured bean,major,
2009,ELOR,10081,AC Elk,HRDC,1833.8,107.25,64.6365,,coloured bean,major,
2009,MKTN,10081,AC Elk,HRDC,2549.07,98.0,58.525,,coloured bean,major,
2010,WOOD,10150,AC Harblack,SECN,3663.03,107.5,23.661,,coloured bean,minor,
2010,KPPN,10150,AC Harblack,SECN,3642.31,90.25,19.2,,coloured bean,minor,
2010,WOOD,10150,AC Harblack,SECN,3663.03,107.5,23.661,,coloured bean,minor,
2010,STHM,10150,AC Harblack,SECN,3409.05,84.5,20.425,,coloured bean,minor,
2010,STHM,10150,AC Harblack,SECN,3409.05,84.5,20.425,,coloured bean,minor,
2011,STHM,10150,AC Harblack,SECN,1782.7,88.75,20.65,3.625,coloured bean,minor,
2011,KPPN,10150,AC Harblack,SECN,3132.13,102.5,20.5709,4.0,coloured bean,minor,
2005,THOR,10082,AC Litekid,HRDC,1629.0,101.0,52.2,,coloured bean,major,
2005,STHM,10082,AC Litekid,HRDC,4503.62,95.0,52.575,,coloured bean,major,
2005,KPPN,10082,AC Litekid,HRDC,987.39,99.5,53.3,,coloured bean,major,
2006,STHM,10082,AC Litekid,HRDC,2883.4,109.75,58.775,,coloured bean,major,
2006,KPPN,10082,AC Litekid,HRDC,2774.62,114.03,49.11,,coloured bean,major,
2006,THOR,10082,AC Litekid,HRDC,3260.0,108.0,50.5,,coloured bean,major,
2006,MKTN,10082,AC Litekid,HRDC,3624.7,107.75,50.7411,,coloured bean,major,
2007,KPPN,10082,AC Litekid,HRDC,3104.07,100.25,50.23,,coloured bean,major,
2007,THOR,10082,AC Litekid,HRDC,2115.0,102.0,53.3,,coloured bean,major,
2006,KEMP,10003,AC Mast,ASGP,3554.8,91.0,22.42,,white bean,,
2006,GRAN,10003,AC Mast,ASGP,3742.65,97.0,21.5647,,white bean,,
2006,ELOR,10003,AC Mast,ASGP,3106.28,109.75,21.6707,,white bean,,
2006,KPPN,10003,AC Mast,ASGP,3933.24,100.12,21.31,,white bean,,
2007,KPPN,10003,AC Mast,ASGP,3822.05,94.99,20.33,,white bean,,
2007,ELOR,10003,AC Mast,ASGP,2806.81,102.09,22.8637,,white bean,,
2007,BRUS,10003,AC Mast,ASGP,2069.44,91.15,17.0,,white bean,,
2008,STHM,10003,AC Mast,ASGP,3925.43,88.67,20.033,,white bean,,
2008,KPPN,10003,AC Mast,ASGP,3562.38,96.42,19.1,,white bean,,
2008,ELOR,10003,AC Mast,ASGP,1928.74,106.5,18.4058,,white bean,,
2008,BRUS,10003,AC Mast,ASGP,4909.38,103.24,22.13,,white bean,,
2009,BLYT,10003,AC Mast,ASGP,3063.65,105.628,18.5109,,white bean,,
2009,KPPN,10003,AC Mast,ASGP,3223.98,100.637,22.2186,,white bean,,
2009,ELOR,10003,AC Mast,ASGP,2206.76,116.453,19.1,,white bean,,
2010,BLYT,10003,AC Mast,ASGP,3378.83,97.1591,22.5106,,white bean,,
2010,ELOR,10003,AC Mast,ASGP,2503.89,106.306,21.2947,,white bean,,
2010,STHM,10003,AC Mast,ASGP,3865.48,81.9868,20.8437,,white bean,,
2010,KPPN,10003,AC Mast,ASGP,3229.61,93.3343,22.4035,,white bean,,
2010,GRAN,10003,AC Mast,ASGP,2356.38,92.0668,20.8546,,white bean,,
2010,WOOD,10003,AC Mast,ASGP,3930.9,106.835,22.388,,white bean,,
2011,STHM,10003,AC Mast,ASGP,3439.0,92.0,28.6,3.6,white bean,,
2011,GRAN,10003,AC Mast,ASGP,2555.0,99.0,24.8,3.2,white bean,,
2011,WOOD,10003,AC Mast,ASGP,2146.0,112.0,23.8,3.0,white bean,,
2011,KPPN,10003,AC Mast,ASGP,3370.0,107.0,25.8,3.9,white bean,,
2011,BRUS,10003,AC Mast,ASGP,3594.0,106.0,25.2,3.1,white bean,,
2011,ELOR,10003,AC Mast,ASGP,876.0,105.0,20.8,3.5,white bean,,
2012,BRUS,10003,AC Mast,ASGP,3504.8,109.7,23.4,1.8,white bean,,
2012,KPPN,10003,AC Mast,ASGP,2870.4,98.6,21.5,1.6,white bean,,
2012,ELOR,10003,AC Mast,ASGP,3040.4,98.2,18.0,4.0,white bean,,
2012,STHM,10003,AC Mast,ASGP,3597.9,84.5,21.7,3.3,white bean,,
2013,STHM,10003,AC Mast,ASGP,3524.4,84.5,20.2,3.0,white bean,,
2013,KPPN,10003,AC Mast,ASGP,3806.8,105.4,22.4,2.1,white bean,,
2013,ELOR,10003,AC Mast,ASGP,3977.3,117.7,23.9,3.6,white bean,,
2013,BLYT,10003,AC Mast,ASGP,3578.7,101.9,21.6,2.11,white bean,,
2006,KEMP,10004,AC Trident,HDCI,3535.94,98.0,21.46,,white bean,,
2006,GRAN,10004,AC Trident,HDCI,4172.84,98.75,21.2445,,white bean,,
2006,ELOR,10004,AC Trident,HDCI,3383.07,111.5,19.8025,,white bean,,
2006,KPPN,10004,AC Trident,HDCI,3849.57,104.99,20.54,,white bean,,
2007,BRUS,10004,AC Trident,HDCI,1557.5,94.85,17.0,,white bean,,
2007,KPPN,10004,AC Trident,HDCI,2898.77,96.12,22.11,,white bean,,
2007,ELOR,10004,AC Trident,HDCI,2219.61,103.77,20.2138,,white bean,,
2008,KPPN,10004,AC Trident,HDCI,3350.53,103.03,19.2,,white bean,,
2008,STHM,10004,AC Trident,HDCI,3417.37,93.33,19.5,,white bean,,
2008,ELOR,10004,AC Trident,HDCI,2294.55,117.47,17.7349,,white bean,,
2008,BRUS,10004,AC Trident,HDCI,4248.95,107.35,20.02,,white bean,,
2010,BLYT,10006,ACUG 10-2,ACUG,3864.42,95.6659,22.6055,,white bean,,
2010,ELOR,10006,ACUG 10-2,ACUG,2911.06,104.147,19.3951,,white bean,,
2010,KPPN,10006,ACUG 10-2,ACUG,3663.38,94.9126,22.8464,,white bean,,
2010,STHM,10006,ACUG 10-2,ACUG,4056.18,85.2962,19.952,,white bean,,
2010,GRAN,10006,ACUG 10-2,ACUG,2474.56,92.3826,20.9315,,white bean,,
2010,WOOD,10006,ACUG 10-2,ACUG,4784.12,105.664,22.5944,,white bean,,
2011,KPPN,10006,ACUG 10-2,ACUG,3499.0,106.0,22.3,1.6,white bean,,
2011,STHM,10006,ACUG 10-2,ACUG,3598.0,92.0,25.3,2.4,white bean,,
2011,GRAN,10006,ACUG 10-2,ACUG,2472.0,100.0,24.4,1.9,white bean,,
2011,BRUS,10006,ACUG 10-2,ACUG,3516.0,107.0,22.7,1.7,white bean,,
2011,WOOD,10006,ACUG 10-2,ACUG,2859.0,113.0,21.8,2.5,white bean,,
2011,ELOR,10006,ACUG 10-2,ACUG,1121.0,107.0,20.8,3.5,white bean,,
2010,ELOR,10007,ACUG 10-3,ACUG,2804.94,107.994,20.8487,,white bean,,
2010,BLYT,10007,ACUG 10-3,ACUG,3836.11,96.1941,22.0923,,white bean,,
2010,KPPN,10007,ACUG 10-3,ACUG,3880.54,93.3524,21.4486,,white bean,,
2010,STHM,10007,ACUG 10-3,ACUG,3789.52,83.4902,21.0666,,white bean,,
2010,GRAN,10007,ACUG 10-3,ACUG,2230.31,95.385,20.1352,,white bean,,
2010,WOOD,10007,ACUG 10-3,ACUG,4509.67,106.973,21.3563,,white bean,,
2010,ELOR,10008,ACUG 10-4,ACUG,3362.65,101.312,19.632,,white bean,,
2010,BLYT,10008,ACUG 10-4,ACUG,3492.22,91.341,19.7534,,white bean,,
2010,KPPN,10008,ACUG 10-4,ACUG,3335.0,87.1927,18.7519,,white bean,,
2010,STHM,10008,ACUG 10-4,ACUG,3438.14,79.9712,18.1685,,white bean,,
2010,GRAN,10008,ACUG 10-4,ACUG,2545.33,87.8641,18.5394,,white bean,,
2010,WOOD,10008,ACUG 10-4,ACUG,3540.88,98.0441,19.7056,,white bean,,
2010,ELOR,10009,ACUG 10-5,ACUG,2971.37,100.766,23.9973,,white bean,,
2010,BLYT,10009,ACUG 10-5,ACUG,3253.99,96.6403,22.7879,,white bean,,
2010,KPPN,10009,ACUG 10-5,ACUG,3393.49,86.9564,23.6021,,white bean,,
2010,STHM,10009,ACUG 10-5,ACUG,3457.83,80.2951,23.7417,,white bean,,
2010,GRAN,10009,ACUG 10-5,ACUG,1988.11,94.2722,20.5035,,white bean,,
2010,WOOD,10009,ACUG 10-5,ACUG,3505.54,106.512,21.6659,,white bean,,
2010,WOOD,10156,ACUG 10-B1,ACUG,4598.7,107.5,26.3744,,coloured bean,minor,
2010,WOOD,10156,ACUG 10-B1,ACUG,4598.7,107.5,26.3744,,coloured bean,minor,
2010,STHM,10156,ACUG 10-B1,ACUG,3378.15,81.25,24.425,,coloured bean,minor,
2010,KPPN,10156,ACUG 10-B1,ACUG,3916.73,96.0,24.11,,coloured bean,minor,
2010,STHM,10156,ACUG 10-B1,ACUG,3378.15,81.25,24.425,,coloured bean,minor,
2011,STHM,10156,ACUG 10-B1,ACUG,3344.82,95.25,26.95,2.75,coloured bean,minor,
2011,KPPN,10156,ACUG 10-B1,ACUG,3761.17,110.5,26.0213,2.375,coloured bean,minor,
2010,WOOD,10157,ACUG 10-B2,ACUG,4368.21,109.0,21.0561,,coloured bean,minor,
2010,WOOD,10157,ACUG 10-B2,ACUG,4368.21,109.0,21.0561,,coloured bean,minor,
2010,KPPN,10157,ACUG 10-B2,ACUG,3886.71,93.0,20.19,,coloured bean,minor,
2010,STHM,10157,ACUG 10-B2,ACUG,3288.32,86.0,20.7,,coloured bean,minor,
2010,STHM,10157,ACUG 10-B2,ACUG,3288.32,86.0,20.7,,coloured bean,minor,
2010,WOOD,10158,ACUG 10-B3,ACUG,4587.81,109.75,20.5134,,coloured bean,minor,
2010,WOOD,10158,ACUG 10-B3,ACUG,4587.81,109.75,20.5134,,coloured bean,minor,
2010,STHM,10158,ACUG 10-B3,ACUG,3516.65,85.25,21.175,,coloured bean,minor,
2010,KPPN,10158,ACUG 10-B3,ACUG,3961.97,104.5,21.15,,coloured bean,minor,
2010,STHM,10158,ACUG 10-B3,ACUG,3516.65,85.25,21.175,,coloured bean,minor,
2011,STHM,10158,ACUG 10-B3,ACUG,2881.1,95.5,21.45,2.125,coloured bean,minor,
2011,KPPN,10158,ACUG 10-B3,ACUG,3395.56,103.75,21.5089,1.875,coloured bean,minor,
2012,STHM,10158,ACUG 10-B3,ACUG,4152.5,84.8,20.4,1.8,coloured bean,minor,
2012,KPPN,10158,ACUG 10-B3,ACUG,3086.0,101.0,21.29,1.0,coloured bean,minor,
2010,WOOD,10159,ACUG 10-B4,ACUG,4475.34,110.0,24.5293,,coloured bean,minor,
2010,STHM,10159,ACUG 10-B4,ACUG,3500.82,87.0,22.925,,coloured bean,minor,
2010,STHM,10159,ACUG 10-B4,ACUG,3500.82,87.0,22.925,,coloured bean,minor,
2010,KPPN,10159,ACUG 10-B4,ACUG,3476.37,104.0,23.21,,coloured bean,minor,
2010,WOOD,10159,ACUG 10-B4,ACUG,4475.34,110.0,24.5293,,coloured bean,minor,
2010,WOOD,10160,ACUG 10-B5,ACUG,3830.16,110.75,25.3976,,coloured bean,minor,
2010,STHM,10160,ACUG 10-B5,ACUG,3261.23,87.0,22.975,,coloured bean,minor,
2010,KPPN,10160,ACUG 10-B5,ACUG,3409.31,103.0,22.56,,coloured bean,minor,
2010,WOOD,10160,ACUG 10-B5,ACUG,3830.16,110.75,25.3976,,coloured bean,minor,
2010,STHM,10160,ACUG 10-B5,ACUG,3261.23,87.0,22.975,,coloured bean,minor,
2010,STHM,10083,ACUG 10-C1,ACUG,3808.5,79.75,68.054,,coloured bean,major,
2010,KPPN,10083,ACUG 10-C1,ACUG,3301.24,92.43,65.3,,coloured bean,major,
2010,THOR,10083,ACUG 10-C1,ACUG,3438.0,94.0,75.2,,coloured bean,major,
2011,WOOD,10083,ACUG 10-C1,ACUG,2383.0,112.0,82.0,,coloured bean,major,
2011,STHM,10083,ACUG 10-C1,ACUG,4468.0,86.0,72.0,,coloured bean,major,
2011,KPPN,10083,ACUG 10-C1,ACUG,3274.0,110.0,74.0,,coloured bean,major,
2011,MKTN,10083,ACUG 10-C1,ACUG,3602.0,101.0,,,coloured bean,major,
2011,ELOR,10083,ACUG 10-C1,ACUG,1844.0,89.0,65.0,,coloured bean,major,
2010,KPPN,10084,ACUG 10-C2,ACUG,3334.88,85.64,61.91,,coloured bean,major,
2010,STHM,10084,ACUG 10-C2,ACUG,3649.29,79.0,61.241,,coloured bean,major,
2010,THOR,10084,ACUG 10-C2,ACUG,2829.0,92.0,64.2,,coloured bean,major,
2010,KPPN,10085,ACUG 10-D1,ACUG,2987.37,89.63,58.3,,coloured bean,major,
2010,STHM,10085,ACUG 10-D1,ACUG,3110.26,80.5,58.34,,coloured bean,major,
2010,THOR,10085,ACUG 10-D1,ACUG,2563.0,96.0,56.5,,coloured bean,major,
2010,STHM,10086,ACUG 10-D2,ACUG,3098.34,81.5,64.09,,coloured bean,major,
2010,KPPN,10086,ACUG 10-D2,ACUG,2618.54,87.68,64.02,,coloured bean,major,
2010,THOR,10086,ACUG 10-D2,ACUG,3235.0,94.0,71.9,,coloured bean,major,
2010,STHM,10087,ACUG 10-D3,ACUG,3338.64,79.0,57.755,,coloured bean,major,
2010,KPPN,10087,ACUG 10-D3,ACUG,2911.15,87.6,59.08,,coloured bean,major,
2010,THOR,10087,ACUG 10-D3,ACUG,3180.0,97.0,58.7,,coloured bean,major,
2011,WOOD,10087,ACUG 10-D3,ACUG,1757.0,103.0,57.0,,coloured bean,major,
2011,STHM,10087,ACUG 10-D3,ACUG,3373.0,94.0,59.0,,coloured bean,major,
2011,MKTN,10087,ACUG 10-D3,ACUG,2853.0,99.0,,,coloured bean,major,
2011,ELOR,10087,ACUG 10-D3,ACUG,1248.0,98.0,58.0,,coloured bean,major,
2011,KPPN,10087,ACUG 10-D3,ACUG,2428.0,104.0,61.0,,coloured bean,major,
2012,KPPN,10087,ACUG 10-D3,ACUG,1752.5,104.2,59.8,,coloured bean,major,
2012,ELOR,10087,ACUG 10-D3,ACUG,1588.2,96.0,63.1,,coloured bean,major,
2012,STHM,10087,ACUG 10-D3,ACUG,3449.9,83.3,58.8,,coloured bean,major,
2012,MKTN,10087,ACUG 10-D3,ACUG,3201.1,98.0,61.6,,coloured bean,major,
2010,KPPN,10088,ACUG 10-L1,ACUG,2750.97,95.84,51.47,,coloured bean,major,
2010,STHM,10088,ACUG 10-L1,ACUG,3667.5,83.75,52.149,,coloured bean,major,
2010,THOR,10088,ACUG 10-L1,ACUG,3191.0,98.0,52.4,,coloured bean,major,
2011,KPPN,10143,ACUG 11-1,ACUG,3140.0,107.0,24.1,2.0,white bean,,
2011,WOOD,10143,ACUG 11-1,ACUG,2804.0,112.0,22.3,2.1,white bean,,
