Year,Location,Code,Cultivar Name,Distributor,Yield,Maturity,Seed Size,Dir Harv Suit,bean_type,trial_group,White Mold
2019,STHM,10328,ACUG 19-B2,ACUG,4248.3,77.5,21.3,2.2,coloured bean,minor,
2020,STHM,10328,ACUG 19-B2,ACUG,4839.0,91.7,25.1,1.3,coloured bean,minor,
2020,EXET,10328,ACUG 19-B2,ACUG,3519.0,93.3,21.5,1.0,coloured bean,minor,
2020,WINC,10328,ACUG 19-B2,ACUG,3427.0,100.8,24.6,,coloured bean,minor,
2019,EXET,10329,ACUG 19-B3,ACUG,3701.0,92.0,23.3,1.0,coloured bean,minor,
2019,WINC,10329,ACUG 19-B3,ACUG,4549.0,96.0,26.5,,coloured bean,minor,
2019,STHM,10329,ACUG 19-B3,ACUG,3608.9,83.0,22.5,2.8,coloured bean,minor,
2019,EXET,10330,ACUG 19-B4,ACUG,4015.0,88.8,23.2,1.0,coloured bean,minor,
2019,WINC,10330,ACUG 19-B4,ACUG,5601.0,95.5,26.9,,coloured bean,minor,
2019,STHM,10330,ACUG 19-B4,ACUG,4266.4,83.5,22.1,2.5,coloured bean,minor,
2020,EXET,10330,ACUG 19-B4,ACUG,3363.0,99.0,25.4,1.5,coloured bean,minor,
2020,WINC,10330,ACUG 19-B4,ACUG,3414.0,103.8,28.3,,coloured bean,minor,
2020,STHM,10330,ACUG 19-B4,ACUG,3965.0,92.7,27.2,3.0,coloured bean,minor,
2019,EXET,10331,ACUG 19-B5,ACUG,3437.0,91.3,28.0,1.3,coloured bean,minor,
2019,WINC,10331,ACUG 19-B5,ACUG,4454.0,93.5,29.5,,coloured bean,minor,
2019,STHM,10331,ACUG 19-B5,ACUG,3571.2,81.0,25.2,2.8,coloured bean,minor,
2019,STHM,10324,ACUG 19-C1,ACUG,3560.0,79.0,59.9,,coloured bean,major,
2019,EXET,10324,ACUG 19-C1,ACUG,2063.0,89.8,59.2,,coloured bean,major,
2019,WOOD,10324,ACUG 19-C1,ACUG,3402.0,97.0,56.1,,coloured bean,major,
2019,ELOR,10324,ACUG 19-C1,ACUG,2858.0,95.5,57.0,,coloured bean,major,
2020,STHM,10324,ACUG 19-C1,ACUG,3633.0,96.3,60.8,,coloured bean,major,
2020,EXET,10324,ACUG 19-C1,ACUG,2448.0,92.3,56.9,,coloured bean,major,
2020,WOOD,10324,ACUG 19-C1,ACUG,1729.0,89.8,53.2,,coloured bean,major,
2020,ELOR,10324,ACUG 19-C1,ACUG,2259.0,81.3,55.3,,coloured bean,major,
2019,STHM,10325,ACUG 19-C2,ACUG,3154.0,81.0,69.5,,coloured bean,major,
2019,EXET,10325,ACUG 19-C2,ACUG,2536.0,91.3,71.7,,coloured bean,major,
2019,WOOD,10325,ACUG 19-C2,ACUG,2686.0,100.0,68.7,,coloured bean,major,
2019,ELOR,10325,ACUG 19-C2,ACUG,2697.0,102.5,70.4,,coloured bean,major,
2019,ELOR,10322,ACUG 19-D1,ACUG,2064.0,95.3,56.0,,coloured bean,major,
2019,STHM,10322,ACUG 19-D1,ACUG,2199.0,63.0,60.0,,coloured bean,major,
2019,EXET,10322,ACUG 19-D1,ACUG,1457.0,87.8,59.8,,coloured bean,major,
2019,WOOD,10322,ACUG 19-D1,ACUG,2205.0,93.0,59.2,,coloured bean,major,
2019,STHM,10323,ACUG 19-D2,ACUG,2384.0,77.5,59.6,,coloured bean,major,
2019,EXET,10323,ACUG 19-D2,ACUG,1851.0,90.8,61.4,,coloured bean,major,
2019,ELOR,10323,ACUG 19-D2,ACUG,2323.0,98.0,59.1,,coloured bean,major,
2019,WOOD,10323,ACUG 19-D2,ACUG,2188.0,96.0,64.3,,coloured bean,major,
2019,STHM,10321,ACUG 19-L1,ACUG,2655.0,94.0,67.7,,coloured bean,major,
2019,EXET,10321,ACUG 19-L1,ACUG,2455.0,92.8,63.8,,coloured bean,major,
2019,ELOR,10321,ACUG 19-L1,ACUG,2089.0,106.3,59.7,,coloured bean,major,
2019,WOOD,10321,ACUG 19-L1,ACUG,1747.0,110.0,58.3,,coloured bean,major,
2019,STHM,10326,ACUG 19-NDC1,ACUG,3641.0,79.0,57.0,,coloured bean,major,
2019,EXET,10326,ACUG 19-NDC1,ACUG,2531.0,90.0,55.9,,coloured bean,major,
2019,WOOD,10326,ACUG 19-NDC1,ACUG,3161.0,96.8,65.3,,coloured bean,major,
2019,ELOR,10326,ACUG 19-NDC1,ACUG,2805.0,98.0,53.1,,coloured bean,major,
2020,STHM,10326,ACUG 19-NDC1,ACUG,3597.0,91.0,57.8,,coloured bean,major,
2020,EXET,10326,ACUG 19-NDC1,ACUG,2369.0,89.8,50.1,,coloured bean,major,
2020,WOOD,10326,ACUG 19-NDC1,ACUG,2381.0,82.3,48.1,,coloured bean,major,
2020,ELOR,10326,ACUG 19-NDC1,ACUG,2187.0,79.0,50.7,,coloured bean,major,
2021,STHM,10326,ACUG 19-NDC1,ACUG,2604.0,74.8,53.0,,coloured bean,major,
2021,WOOD,10326,ACUG 19-NDC1,ACUG,2535.0,82.5,59.1,,coloured bean,major,
2021,EXET,10326,ACUG 19-NDC1,ACUG,3113.0,88.3,50.4,,coloured bean,major,
2019,WINC,10334,ACUG 19-NDP1,ACUG,4462.0,105.5,48.2,,coloured bean,minor,
2019,EXET,10334,ACUG 19-NDP1,ACUG,2520.0,93.8,46.9,3.8,coloured bean,minor,
2019,STHM,10334,ACUG 19-NDP1,ACUG,3731.9,86.0,45.0,5.0,coloured bean,minor,
2019,EXET,10332,ACUG 19-P1,ACUG,3253.0,89.3,49.5,1.0,coloured bean,minor,
2019,WINC,10332,ACUG 19-P1,ACUG,4054.0,89.5,50.9,,coloured bean,minor,
2019,STHM,10332,ACUG 19-P1,ACUG,3549.6,74.5,39.5,3.1,coloured bean,minor,
2019,WINC,10333,ACUG 19-P2,ACUG,3935.0,92.5,53.6,,coloured bean,minor,
2019,EXET,10333,ACUG 19-P2,ACUG,3191.0,88.0,49.1,1.0,coloured bean,minor,
2019,STHM,10333,ACUG 19-P2,ACUG,3656.1,79.5,39.3,2.8,coloured bean,minor,
2012,KPPN,10176,ACUG12-D1,ACUG,1794.6,98.1,69.0,,coloured bean,major,
2012,MKTN,10176,ACUG12-D1,ACUG,3104.1,93.5,74.2,,coloured bean,major,
2012,STHM,10176,ACUG12-D1,ACUG,3116.1,79.1,65.4,,coloured bean,major,
2012,ELOR,10176,ACUG12-D1,ACUG,2213.9,92.7,68.8,,coloured bean,major,
2013,ELOR,10176,ACUG12-D1,ACUG,2754.2,103.0,82.91,,coloured bean,major,
2013,STHM,10176,ACUG12-D1,ACUG,3107.7,82.5,76.2,,coloured bean,major,
2013,MKTN,10176,ACUG12-D1,ACUG,1688.1,87.0,75.0,,coloured bean,major,
2013,WOOD,10176,ACUG12-D1,ACUG,1970.8,95.0,70.51,,coloured bean,major,
2013,KPPN,10176,ACUG12-D1,ACUG,2812.1,96.5,70.7,,coloured bean,major,
2014,ELOR,10176,ACUG12-D1,ACUG,2466.32,108.75,88.4711,,coloured bean,major,
2014,MKTN,10176,ACUG12-D1,ACUG,2874.72,90.5,78.6,,coloured bean,major,
2014,STHM,10176,ACUG12-D1,ACUG,2622.25,89.5,68.6,,coloured bean,major,
2014,WOOD,10176,ACUG12-D1,ACUG,1771.1,102.0,71.2845,,coloured bean,major,
2012,KPPN,10177,ACUG12-L1,ACUG,1846.1,105.5,62.2,,coloured bean,major,
2012,STHM,10177,ACUG12-L1,ACUG,2789.8,86.6,55.7,,coloured bean,major,
2012,MKTN,10177,ACUG12-L1,ACUG,3563.9,99.5,63.5,,coloured bean,major,
2012,ELOR,10177,ACUG12-L1,ACUG,2109.8,97.9,61.4,,coloured bean,major,
2012,KPPN,10178,ACUG12-L2,ACUG,2034.0,110.4,62.0,,coloured bean,major,
2012,STHM,10178,ACUG12-L2,ACUG,3735.0,89.0,57.3,,coloured bean,major,
2012,MKTN,10178,ACUG12-L2,ACUG,3578.0,99.5,65.3,,coloured bean,major,
2012,ELOR,10178,ACUG12-L2,ACUG,2603.1,100.4,61.9,,coloured bean,major,
2013,ELOR,10178,ACUG12-L2,ACUG,2707.6,111.2,72.65,,coloured bean,major,
2013,MKTN,10178,ACUG12-L2,ACUG,2055.0,88.0,68.8,,coloured bean,major,
2013,WOOD,10178,ACUG12-L2,ACUG,1999.6,104.9,62.39,,coloured bean,major,
2013,STHM,10178,ACUG12-L2,ACUG,2802.4,85.9,56.4,,coloured bean,major,
2013,KPPN,10178,ACUG12-L2,ACUG,3111.7,102.5,64.1,,coloured bean,major,
2013,STHM,10197,ACUG13-B1,ACUG,2626.0,83.3,21.0,3.5,coloured bean,minor,
2013,KPPN,10197,ACUG13-B1,ACUG,3407.5,111.0,24.9,2.2,coloured bean,minor,
2013,KPPN,10198,ACUG13-B2,ACUG,4059.0,112.5,22.0,1.3,coloured bean,minor,
2013,STHM,10198,ACUG13-B2,ACUG,3040.0,84.5,19.3,2.0,coloured bean,minor,
2013,KPPN,10199,ACUG13-B3,ACUG,3819.9,110.5,23.7,1.4,coloured bean,minor,
2013,STHM,10199,ACUG13-B3,ACUG,2947.2,83.3,20.7,1.9,coloured bean,minor,
2013,KPPN,10200,ACUG13-B4,ACUG,4215.6,111.5,24.4,1.1,coloured bean,minor,
2013,STHM,10200,ACUG13-B4,ACUG,3324.6,84.0,21.4,1.9,coloured bean,minor,
2014,STHM,10200,ACUG13-B4,ACUG,2643.62,91.0,22.2,2.5,coloured bean,minor,
2013,MKTN,10196,ACUG13-C1,ACUG,2516.7,84.5,64.1,,coloured bean,major,
2013,WOOD,10196,ACUG13-C1,ACUG,1935.5,98.0,64.82,,coloured bean,major,
2013,KPPN,10196,ACUG13-C1,ACUG,3285.6,100.3,68.3,,coloured bean,major,
2013,ELOR,10196,ACUG13-C1,ACUG,3598.8,104.9,66.94,,coloured bean,major,
2013,STHM,10196,ACUG13-C1,ACUG,3068.9,82.2,62.2,,coloured bean,major,
2014,ELOR,10196,ACUG13-C1,ACUG,3637.8,108.25,76.4634,,coloured bean,major,
2014,MKTN,10196,ACUG13-C1,ACUG,3975.38,95.75,74.9,,coloured bean,major,
2014,STHM,10196,ACUG13-C1,ACUG,3421.63,85.5,60.6,,coloured bean,major,
2014,WOOD,10196,ACUG13-C1,ACUG,2476.38,98.5,61.2402,,coloured bean,major,
2015,KPPN,10196,ACUG13-C1,ACUG,2384.04,101.25,63.3,,coloured bean,major,
2015,ELOR,10196,ACUG13-C1,ACUG,2886.24,94.25,62.9,,coloured bean,major,
2015,STHM,10196,ACUG13-C1,ACUG,2910.98,82.0,54.4,,coloured bean,major,
2015,WOOD,10196,ACUG13-C1,ACUG,2485.79,99.5,56.6,,coloured bean,major,
2013,ELOR,10194,ACUG13-L1,ACUG,2500.1,112.2,69.48,,coloured bean,major,
2013,WOOD,10194,ACUG13-L1,ACUG,1499.3,102.1,53.64,,coloured bean,major,
2013,MKTN,10194,ACUG13-L1,ACUG,1724.8,88.3,61.3,,coloured bean,major,
2013,KPPN,10194,ACUG13-L1,ACUG,2760.4,103.3,55.2,,coloured bean,major,
2013,STHM,10194,ACUG13-L1,ACUG,2656.1,85.9,44.0,,coloured bean,major,
2013,ELOR,10195,ACUG13-L2,ACUG,2507.3,110.5,66.41,,coloured bean,major,
2013,MKTN,10195,ACUG13-L2,ACUG,1883.5,88.5,60.4,,coloured bean,major,
2013,WOOD,10195,ACUG13-L2,ACUG,1542.7,103.6,55.86,,coloured bean,major,
2013,KPPN,10195,ACUG13-L2,ACUG,2811.7,101.5,53.8,,coloured bean,major,
2013,STHM,10195,ACUG13-L2,ACUG,2514.9,84.4,50.8,,coloured bean,major,
2016,STHM,10255,ACUG16-B3,ACUG,4426.24,101.25,28.0,3.125,coloured bean,minor,
2016,EXET,10255,ACUG16-B3,ACUG,3229.54,96.0,23.0725,2.625,coloured bean,minor,
2015,WOOD,10241,Alpena,HDCI,2746.53,104.0,21.13,2.67,white bean,,
2015,BLYT,10241,Alpena,HDCI,3641.78,113.0,20.71,2.5,white bean,,
2015,ELOR,10241,Alpena,HDCI,3048.58,100.0,18.33,3.25,white bean,,
2015,KPPN,10241,Alpena,HDCI,3436.33,112.0,18.63,2.67,white bean,,
2016,EXET,10241,Alpena,HDCI,2570.04,95.0,17.31,2.5,white bean,,
2016,STHM,10241,Alpena,HDCI,3656.09,92.25,21.5,3.375,white bean,,
2016,BLYT,10241,Alpena,HDCI,3320.25,103.5,21.7,1.875,white bean,,
2016,WOOD,10241,Alpena,HDCI,1124.85,96.0,,3.0,white bean,,
2016,ELOR,10241,Alpena,HDCI,3463.24,111.0,,1.75,white bean,,
2017,STHM,10241,Alpena,HDCI,3516.0,89.0,19.6,2.3,white bean,,
2017,ELOR,10241,Alpena,HDCI,2872.0,101.3,19.7,1.5,white bean,,
2017,AUBN,10241,Alpena,HDCI,2788.0,104.3,17.2,1.8,white bean,,
2017,WOOD,10241,Alpena,HDCI,2092.0,97.0,23.3,1.8,white bean,,
2018,STHM,10313,Amaranto,HDCI,3943.0,85.5,74.2,,coloured bean,major,
2018,WOOD,10313,Amaranto,HDCI,3952.0,90.8,70.9,,coloured bean,major,
2018,ELOR,10313,Amaranto,HDCI,1403.0,81.5,72.4,,coloured bean,major,
2018,EXET,10313,Amaranto,HDCI,916.0,95.3,61.1,,coloured bean,major,
2019,EXET,10313,Amaranto,HDCI,1813.0,86.0,65.1,,coloured bean,major,
2019,STHM,10313,Amaranto,HDCI,3007.0,63.0,65.1,,coloured bean,major,
2019,ELOR,10313,Amaranto,HDCI,2287.0,89.0,60.3,,coloured bean,major,
2019,WOOD,10313,Amaranto,HDCI,2360.0,90.8,61.4,,coloured bean,major,
2020,EXET,10313,Amaranto,HDCI,1746.0,84.5,54.2,,coloured bean,major,
2020,STHM,10313,Amaranto,HDCI,2020.0,88.0,68.7,,coloured bean,major,
2020,ELOR,10313,Amaranto,HDCI,1691.0,73.8,65.9,,coloured bean,major,
2020,WOOD,10313,Amaranto,HDCI,1445.0,78.3,56.1,,coloured bean,major,
2022,STHM,10313,Amaranto,HDCI,2187.2,95.25,64.6,,coloured bean,major,
2022,ELOR,10313,Amaranto,HDCI,1198.51,75.5,53.325,,coloured bean,major,
2022,WOOD,10313,Amaranto,HDCI,2496.88,76.75,59.525,,coloured bean,major,
2018,EXET,10295,Armada,ADMA,4337.0,111.0,24.2,1.6,white bean,,
2018,STHM,10295,Armada,ADMA,4411.0,100.0,25.1,3.0,white bean,,
2018,ELOR,10295,Armada,ADMA,3672.0,90.0,26.8,1.5,white bean,,
2018,WOOD,10295,Armada,ADMA,4808.0,96.5,25.5,1.0,white bean,,
2019,AUBN,10295,Armada,ADMA,3565.0,96.8,21.5,2.0,white bean,,
2019,ELOR,10295,Armada,ADMA,3196.0,102.5,26.8,1.8,white bean,,
2019,EXET,10295,Armada,ADMA,3632.0,90.0,22.7,1.5,white bean,,
2019,STHM,10295,Armada,ADMA,4640.0,83.0,23.6,2.8,white bean,,
2019,WOOD,10295,Armada,ADMA,4137.0,100.0,23.2,1.5,white bean,,
2019,WINC,10295,Armada,ADMA,4120.0,102.3,29.1,,white bean,,
2020,AUBN,10295,Armada,ADMA,4440.0,115.0,23.7,2.0,white bean,,
2020,ELOR,10295,Armada,ADMA,2889.0,93.0,25.5,2.0,white bean,,
2020,EXET,10295,Armada,ADMA,3450.0,98.5,22.2,2.5,white bean,,
2020,WINC,10295,Armada,ADMA,3954.0,103.0,27.0,,white bean,,
2020,STHM,10295,Armada,ADMA,5129.0,90.3,26.1,2.2,white bean,,
2020,WOOD,10295,Armada,ADMA,2703.0,84.8,22.5,1.8,white bean,,
2021,WINC,10295,Armada,ADMA,4257.0,113.0,21.8,1.7,white bean,,
2021,EXET,10295,Armada,ADMA,2915.0,100.3,20.2,1.3,white bean,,
2021,AUBN,10295,Armada,ADMA,3669.0,95.5,20.7,1.5,white bean,,
2022,WOOD,10295,Armada,ADMA,,89.0,24.375,2.0,white bean,,
2022,ELOR,10295,Armada,ADMA,1946.56,95.0,27.275,2.125,white bean,,
2022,AUBN,10295,Armada,ADMA,3686.99,96.0,23.1725,1.5,white bean,,
2022,WINC,10295,Armada,ADMA,4023.23,109.0,22.425,1.35,white bean,,
2022,WOOD,10295,Armada,ADMA,,89.0,24.375,2.0,white bean,,
2022,EXET,10295,Armada,ADMA,2642.84,86.5,25.8625,1.5,white bean,,
2022,AUBN,10295,Armada,ADMA,3686.99,96.0,23.1725,1.5,white bean,,
2022,ELOR,10295,Armada,ADMA,1946.56,95.0,27.275,2.125,white bean,,
2022,EXET,10295,Armada,ADMA,2642.84,86.5,25.8625,1.5,white bean,,
2022,WINC,10295,Armada,ADMA,4023.23,109.0,22.425,1.35,white bean,,
2023,WOOD,10295,Armada,ADMA,2280.0,94.3,21.4,2.3,white bean,,
2023,WINC,10295,Armada,ADMA,4681.5,101.8,21.4,1.5,white bean,,
2023,STHM,10295,Armada,ADMA,4649.6,90.5,24.7,2.0,white bean,,
2023,ELOR,10295,Armada,ADMA,3588.9,109.0,22.6,1.6,white bean,,
2023,EXET,10295,Armada,ADMA,4564.3,92.3,23.4,1.0,white bean,,
2023,AUBN,10295,Armada,ADMA,4672.4,95.0,21.8,1.6,white bean,,
2024,WOOD,10295,Armada,ADMA,3163.8,92.3,20.4,2.1,white bean,,
2024,EXET,10295,Armada,ADMA,2425.6,86.5,21.1,2.5,white bean,,
2024,ELOR,10295,Armada,ADMA,3570.6,85.8,22.1,2.4,white bean,,
2024,BLYT,10295,Armada,ADMA,3980.9,81.3,22.6,3.5,white bean,,
2024,WINC,10295,Armada,ADMA,4161.7,99.3,23.7,1.6,white bean,,
2023,WOOD,10429,Au Sable,TVSC,1606.2,92.3,21.9,2.4,white bean,,
2023,STHM,10429,Au Sable,TVSC,3759.8,83.5,22.3,1.3,white bean,,
2023,WINC,10429,Au Sable,TVSC,3462.1,93.8,21.9,1.0,white bean,,
2023,AUBN,10429,Au Sable,TVSC,4160.3,91.0,21.5,1.9,white bean,,
2023,ELOR,10429,Au Sable,TVSC,2604.3,105.3,23.7,2.1,white bean,,
2023,EXET,10429,Au Sable,TVSC,4077.4,89.0,21.7,1.0,white bean,,
2024,EXET,10429,Au Sable,TVSC,2154.1,86.3,19.6,2.3,white bean,,
2024,BLYT,10429,Au Sable,TVSC,3783.3,81.3,24.2,3.8,white bean,,
2024,WOOD,10429,Au Sable,TVSC,2472.9,86.8,20.6,2.5,white bean,,
2024,ELOR,10429,Au Sable,TVSC,2528.8,84.3,20.4,1.9,white bean,,
2024,WINC,10429,Au Sable,TVSC,3727.1,91.3,22.4,1.6,white bean,,
2020,EXET,10360,Bannock,HDCI,3640.0,97.5,23.3,1.0,coloured bean,minor,
2020,WINC,10360,Bannock,HDCI,3733.0,100.3,24.8,,coloured bean,minor,
2020,STHM,10360,Bannock,HDCI,5782.0,93.7,25.0,2.3,coloured bean,minor,
2021,STHM,10360,Bannock,HDCI,4341.0,88.5,22.2,3.1,coloured bean,minor,
2021,EXET,10360,Bannock,HDCI,3203.0,95.8,20.7,1.5,coloured bean,minor,
2021,WINC,10360,Bannock,HDCI,5402.0,107.0,23.4,1.2,coloured bean,minor,
2022,WINC,10360,Bannock,HDCI,3038.35,107.5,,1.0,coloured bean,minor,
2022,EXET,10360,Bannock,HDCI,2545.67,90.5,24.9037,2.0,coloured bean,minor,
2023,EXET,10360,Bannock,HDCI,5130.2,94.8,24.1,1.4,coloured bean,minor,
2023,STHM,10360,Bannock,HDCI,5057.9,93.0,23.6,1.5,coloured bean,minor,
2023,WINC,10360,Bannock,HDCI,5418.8,105.3,25.3,1.3,coloured bean,minor,
2006,KEMP,10011,Beacon,TVSC,3535.22,89.0,20.98,,white bean,,
2006,GRAN,10011,Beacon,TVSC,3547.11,94.0,20.7641,,white bean,,
2006,ELOR,10011,Beacon,TVSC,2302.4,109.75,19.8176,,white bean,,
2006,KPPN,10011,Beacon,TVSC,4217.55,102.81,21.58,,white bean,,
2010,KPPN,10090,Beluga,ADMA,2569.83,97.34,52.09,,coloured bean,major,
2010,STHM,10090,Beluga,ADMA,3364.13,84.25,58.309,,coloured bean,major,
2010,THOR,10090,Beluga,ADMA,3255.0,98.0,57.6,,coloured bean,major,
2011,WOOD,10090,Beluga,ADMA,2537.0,112.0,63.0,,coloured bean,major,
2011,STHM,10090,Beluga,ADMA,3352.0,99.0,59.0,,coloured bean,major,
2011,MKTN,10090,Beluga,ADMA,3277.0,97.0,,,coloured bean,major,
2011,KPPN,10090,Beluga,ADMA,2855.0,111.0,59.0,,coloured bean,major,
2011,ELOR,10090,Beluga,ADMA,1013.0,101.0,59.0,,coloured bean,major,
2012,KPPN,10090,Beluga,ADMA,1750.8,106.7,57.3,,coloured bean,major,
2012,MKTN,10090,Beluga,ADMA,2463.2,97.5,61.9,,coloured bean,major,
2012,ELOR,10090,Beluga,ADMA,2324.1,94.9,56.7,,coloured bean,major,
2012,STHM,10090,Beluga,ADMA,3178.8,88.0,53.4,,coloured bean,major,
2013,STHM,10090,Beluga,ADMA,2405.0,90.1,51.5,,coloured bean,major,
2013,ELOR,10090,Beluga,ADMA,1698.2,115.1,66.63,,coloured bean,major,
2013,KPPN,10090,Beluga,ADMA,2820.0,104.5,58.3,,coloured bean,major,
2013,MKTN,10090,Beluga,ADMA,2167.9,88.5,57.08,,coloured bean,major,
2013,WOOD,10090,Beluga,ADMA,1429.8,105.0,62.5,,coloured bean,major,
2016,ELOR,10267,Big Red,,1781.29,90.5,,,coloured bean,major,
2016,EXET,10267,Big Red,,2622.43,83.0,54.77,,coloured bean,major,
2016,STHM,10267,Big Red,,2981.61,80.5,57.185,,coloured bean,major,
2016,WOOD,10267,Big Red,,1495.9,81.0,,,coloured bean,major,
2017,STHM,10267,Big Red,,3079.0,74.0,58.3,,coloured bean,major,
2017,WOOD,10267,Big Red,,1308.0,87.3,55.2,,coloured bean,major,
2017,ELOR,10267,Big Red,,1960.0,91.3,57.4,,coloured bean,major,
2018,WOOD,10267,Big Red,,3797.0,94.0,70.2,,coloured bean,major,
2018,STHM,10267,Big Red,,4337.0,85.5,70.8,,coloured bean,major,
2018,ELOR,10267,Big Red,,1292.0,79.0,73.0,,coloured bean,major,
2018,EXET,10267,Big Red,,840.0,95.3,52.5,,coloured bean,major,
2019,STHM,10267,Big Red,,3067.0,63.0,65.8,,coloured bean,major,
2019,WOOD,10267,Big Red,,2901.0,92.8,67.5,,coloured bean,major,
2019,ELOR,10267,Big Red,,2146.0,91.0,63.2,,coloured bean,major,
2019,EXET,10267,Big Red,,2070.0,80.8,58.6,,coloured bean,major,
2020,STHM,10267,Big Red,,2398.0,91.0,64.9,,coloured bean,major,
2020,ELOR,10267,Big Red,,1624.0,80.8,63.8,,coloured bean,major,
2020,EXET,10267,Big Red,,2063.0,85.3,54.0,,coloured bean,major,
2020,WOOD,10267,Big Red,,2049.0,81.0,55.8,,coloured bean,major,
2021,WOOD,10267,Big Red,,2128.0,72.8,63.4,,coloured bean,major,
2021,EXET,10267,Big Red,,3066.0,85.5,63.3,,coloured bean,major,
2021,STHM,10267,Big Red,,1526.0,73.0,57.0,,coloured bean,major,
2022,ELOR,10267,Big Red,,1009.01,75.25,56.075,,coloured bean,major,
2022,STHM,10267,Big Red,,1706.85,94.5,66.0,,coloured bean,major,
2022,WOOD,10267,Big Red,,1876.99,77.25,59.475,,coloured bean,major,
2023,STHM,10267,Big Red,,2009.7,81.5,58.5,,coloured bean,major,
2023,WOOD,10267,Big Red,,,75.0,55.1,,coloured bean,major,
2023,ELOR,10267,Big Red,,2757.0,98.8,72.5,,coloured bean,major,
2023,EXET,10267,Big Red,,3122.0,88.5,65.2,,coloured bean,major,
2024,ELOR,10267,Big Red,,2341.6,80.5,58.6,,coloured bean,major,
2024,EXET,10267,Big Red,,1940.3,85.0,56.8,,coloured bean,major,
2024,WOOD,10267,Big Red,,2571.6,86.0,57.7,,coloured bean,major,
2019,WINC,10335,Black Tails,WEHB,4999.0,95.5,26.4,,coloured bean,minor,
2019,EXET,10335,Black Tails,WEHB,3866.0,89.0,23.5,1.0,coloured bean,minor,
2019,STHM,10335,Black Tails,WEHB,3774.5,77.5,21.4,2.2,coloured bean,minor,
2020,EXET,10335,Black Tails,WEHB,3763.0,93.3,22.8,1.0,coloured bean,minor,
2020,WINC,10335,Black Tails,WEHB,3917.0,100.0,25.8,,coloured bean,minor,
2020,STHM,10335,Black Tails,WEHB,4675.0,94.0,25.7,2.5,coloured bean,minor,
2021,STHM,10335,Black Tails,WEHB,4130.0,83.3,21.3,3.4,coloured bean,minor,
2021,EXET,10335,Black Tails,WEHB,3252.0,97.8,20.3,1.5,coloured bean,minor,
2021,WINC,10335,Black Tails,WEHB,4776.0,104.5,22.5,1.6,coloured bean,minor,
2022,WINC,10335,Black Tails,WEHB,3738.05,108.25,,1.125,coloured bean,minor,
2022,EXET,10335,Black Tails,WEHB,2827.92,,23.1488,2.0,coloured bean,minor,
2023,EXET,10335,Black Tails,WEHB,4423.7,90.5,23.7,1.3,coloured bean,minor,
2023,WINC,10335,Black Tails,WEHB,4481.4,100.0,24.6,1.5,coloured bean,minor,
2023,STHM,10335,Black Tails,WEHB,4290.2,90.0,22.2,1.3,coloured bean,minor,
2024,ELOR,10335,Black Tails,WEHB,3010.2,85.0,21.4,2.3,coloured bean,minor,
2024,EXET,10335,Black Tails,WEHB,2744.8,84.8,22.3,2.0,coloured bean,minor,
2024,WINC,10335,Black Tails,WEHB,3526.3,92.0,23.0,1.6,coloured bean,minor,
2010,STHM,10165,Black Velvet,ADMA,3164.1,82.75,23.375,,coloured bean,minor,
2010,STHM,10165,Black Velvet,ADMA,3164.1,82.75,23.375,,coloured bean,minor,
2010,KPPN,10165,Black Velvet,ADMA,3543.01,102.75,23.27,,coloured bean,minor,
2010,WOOD,10165,Black Velvet,ADMA,4336.21,108.75,24.9634,,coloured bean,minor,
2010,WOOD,10165,Black Velvet,ADMA,4336.21,108.75,24.9634,,coloured bean,minor,
2018,WINC,10292,Blackbeard,WEHB,3744.0,,24.3,,coloured bean,minor,
2018,EXET,10292,Blackbeard,WEHB,4362.0,111.8,26.3,1.8,coloured bean,minor,
2018,STHM,10292,Blackbeard,WEHB,3546.0,98.0,24.1,3.0,coloured bean,minor,
2019,STHM,10292,Blackbeard,WEHB,4244.8,84.5,23.6,1.7,coloured bean,minor,
2019,EXET,10292,Blackbeard,WEHB,3846.0,91.3,25.5,1.0,coloured bean,minor,
2019,WINC,10292,Blackbeard,WEHB,4357.0,90.5,27.4,,coloured bean,minor,
2020,WINC,10292,Blackbeard,WEHB,3176.0,105.0,27.5,,coloured bean,minor,
2020,STHM,10292,Blackbeard,WEHB,4441.0,87.7,25.6,1.7,coloured bean,minor,
2020,EXET,10292,Blackbeard,WEHB,3934.0,97.5,24.8,1.0,coloured bean,minor,
2021,STHM,10292,Blackbeard,WEHB,4413.0,89.5,21.9,3.1,coloured bean,minor,
2021,EXET,10292,Blackbeard,WEHB,3735.0,91.0,21.1,1.5,coloured bean,minor,
2021,WINC,10292,Blackbeard,WEHB,4928.0,106.0,24.1,2.0,coloured bean,minor,
2022,WINC,10292,Blackbeard,WEHB,4062.92,109.0,,1.1,coloured bean,minor,
2022,EXET,10292,Blackbeard,WEHB,2550.81,90.0,26.0953,1.0,coloured bean,minor,
2023,EXET,10292,Blackbeard,WEHB,4865.8,95.8,25.1,1.3,coloured bean,minor,
2023,WINC,10292,Blackbeard,WEHB,5543.7,105.8,25.9,2.4,coloured bean,minor,
2023,STHM,10292,Blackbeard,WEHB,4773.1,91.5,23.3,2.0,coloured bean,minor,
2024,ELOR,10292,Blackbeard,WEHB,3672.8,88.5,24.0,1.8,coloured bean,minor,
